ticker,date_bulletin,cours,per,rendement,variation_annee,dividende_montant,dividende_date
BOAB,20180629,4995.0,6.79,8.15,-32.95,407.0,15-mai-18
BOABF,20180629,4890.0,7.14,7.32,-31.61,358.0,7-mai-18
BOAC,20180629,4490.0,8.28,6.57,-8.37,295.0,6-juin-18
BOAM,20180629,3190.0,6.55,9.09,-38.65,290.0,31-mai-18
BOAN,20180629,4295.0,7.67,8.82,-13.23,379.0,31-mai-18
BOAS,20180629,2680.0,6.36,5.97,7.2,160.0,2-mai-18
CBIBF,20180629,8995.0,14.71,2.49,-10.05,224.0,9-juin-17
ECOC,20180629,24300.0,10.08,7.59,-18.13,1844.0,22-juin-18
ETIT,20180629,20.0,2.85,6.04,17.65,1.21,28-avr.-17
NSBC,20180629,8225.0,9.75,5.67,-14.86,466.1,25-juin-18
SAFC,20180629,6000.0,,,-44.95,576.0,29-juil.-11
SGBC,20180629,12330.0,9.68,4.73,6.75,583.7,4-juil.-17
SIBC,20180629,3600.0,7.99,5.25,5.88,189.0,8-juin-18
SDSC,20180629,4000.0,16.57,4.55,-19.84,182.0,30-mai-18
PALC,20180629,3200.0,5.68,3.76,-41.82,120.3,29-sept.-17
SCRC,20180629,1150.0,7.16,11.93,0.88,137.25,29-sept.-17
SICC,20180629,3080.0,18.38,,-22.03,1919.0,25-sept.-00
SOGC,20180629,3790.0,7.85,8.45,-9.76,320.4,31-juil.-17
SPHC,20180629,3200.0,6.36,,3.39,116.2,13-juin-14
ABJC,20180629,1500.0,16.49,6.6,-25.0,98.97,20-juin-18
BNBC,20180629,2400.0,7.49,6.78,-22.58,162.6,11-juil.-17
CFAC,20180629,750.0,33.45,2.71,89.87,20.32,24-juil.-17
PRSC,20180629,170000.0,13.49,7.94,-41.09,13500.0,25-sept.-17
SHEC,20180629,1100.0,13.85,3.03,22.22,33.3,27-juil.-17
TTLC,20180629,1995.0,12.05,4.86,-28.24,97.0,30-juin-17
TTLS,20180629,1685.0,13.21,2.67,-11.32,45.0,25-juil.-17
STAC,20180629,225.0,3.45,,25.0,,
CABC,20180731,1375.0,8.3,7.27,24.43,100.0,31-mai-18
FTSC,20180731,3600.0,20.37,15.59,-26.9,561.25,9-janv.-18
NEIC,20180731,200.0,5.05,,440.54,9.0,28-juin-01
NTLC,20180731,2250.0,,,18.42,31.5,12-août-11
SEMC,20180731,13590.0,57.22,4.98,-2.05,676.8,29-sept.-17
SIVC,20180731,480.0,,13.13,20.0,63.0,29-sept.-17
SLBC,20180731,62000.0,24.01,3.75,-50.4,2322.0,14-juin-18
SMBC,20180731,20400.0,5.3,,167.72,450.0,18-juil.-12
STBC,20180731,1960.0,,210.41,-97.28,4124.0,19-juin-17
UNLC,20180731,12800.0,,,50.59,1233.0,9-juil.-12
UNXC,20180731,3395.0,17.55,5.12,-20.49,173.7,13-juil.-18
CIEC,20180731,1490.0,41.99,2.14,-29.05,31.95,20-juil.-18
ONTBF,20180731,7950.0,9.56,9.16,-16.84,727.91,6-juin-18
SDCC,20180731,3805.0,12.58,7.1,-35.62,270.0,28-sept.-17
SNTS,20180731,21500.0,10.63,6.98,-8.51,1500.0,23-mai-18
BICC,20180731,6005.0,10.78,3.56,-29.27,213.56,2-juil.-18
BOAB,20180731,5095.0,6.93,7.99,-31.61,407.0,15-mai-18
BOABF,20180731,4900.0,7.16,7.31,-31.47,358.0,7-mai-18
BOAC,20180731,4485.0,8.27,6.58,-8.47,295.0,6-juin-18
BOAM,20180731,3100.0,6.36,9.35,-40.38,290.0,31-mai-18
BOAN,20180731,4550.0,8.12,8.33,-8.08,379.0,31-mai-18
BOAS,20180731,2495.0,5.92,6.41,-0.2,160.0,2-mai-18
CBIBF,20180731,8300.0,13.57,4.05,-17.0,336.0,5-juil.-18
ECOC,20180731,24000.0,9.95,7.68,-19.14,1844.0,22-juin-18
ETIT,20180731,22.0,3.13,5.49,29.41,1.21,28-avr.-17
NSBC,20180731,8005.0,9.49,5.82,-17.13,466.1,25-juin-18
SAFC,20180731,5740.0,,,-47.34,576.0,29-juil.-11
SGBC,20180731,11885.0,9.33,4.92,2.9,585.0,17-juil.-18
SIBC,20180731,3395.0,7.53,5.57,-0.15,189.0,8-juin-18
SDSC,20180731,3300.0,13.67,5.52,-33.87,182.0,30-mai-18
PALC,20180731,3200.0,5.68,3.76,-41.82,120.3,29-sept.-17
SCRC,20180731,1100.0,6.85,12.48,-3.51,137.25,29-sept.-17
SICC,20180731,3300.0,19.69,,-16.46,1919.0,25-sept.-00
SOGC,20180731,3145.0,6.51,13.74,-25.12,432.0,23-juil.-18
SPHC,20180731,3300.0,6.56,,6.62,116.2,13-juin-14
ABJC,20180731,1465.0,16.1,6.76,-26.75,98.97,20-juin-18
BNBC,20180731,2550.0,7.96,2.47,-17.74,63.0,25-juil.-18
CFAC,20180731,695.0,30.99,1.42,75.95,9.9,27-juil.-18
PRSC,20180731,140000.0,32.81,9.64,-51.49,13500.0,25-sept.-17
SHEC,20180731,980.0,12.34,4.37,8.89,42.86,23-juil.-18
TTLC,20180731,1945.0,11.75,4.99,-30.04,97.0,30-juin-17
TTLS,20180731,1495.0,11.72,3.76,-21.32,56.25,27-juil.-18
STAC,20180731,325.0,4.98,,80.56,,
CABC,20180831,1300.0,7.85,7.69,17.65,100.0,31-mai-18
FTSC,20180831,3000.0,16.98,5.38,-39.09,161.27,16-août-18
NEIC,20180831,185.0,4.67,,400.0,9.0,28-juin-01
NTLC,20180831,1750.0,,,-7.89,31.5,12-août-11
SEMC,20180831,13600.0,57.26,4.98,-1.98,676.8,29-sept.-17
SIVC,20180831,490.0,,12.86,22.5,63.0,29-sept.-17
SLBC,20180831,62000.0,24.01,3.75,-50.4,2322.0,14-juin-18
SMBC,20180831,20500.0,5.32,2.2,169.03,450.0,29-août-18
STBC,20180831,2000.0,,10.31,-44.44,206.2,19-juin-17
UNLC,20180831,11500.0,,,35.29,1233.0,9-juil.-12
UNXC,20180831,3195.0,16.52,5.44,-25.18,173.7,13-juil.-18
CIEC,20180831,1620.0,45.66,1.97,-22.86,31.95,20-juil.-18
ONTBF,20180831,4200.0,10.1,8.67,-12.13,363.96,6-juin-18
SDCC,20180831,4130.0,13.65,6.54,-30.12,270.0,29-août-18
SNTS,20180831,21295.0,10.53,7.04,-9.38,1500.0,23-mai-18
BICC,20180831,5300.0,9.51,4.03,-37.57,213.56,2-juil.-18
BOAB,20180831,4850.0,6.6,8.39,-34.9,407.0,15-mai-18
BOABF,20180831,4800.0,7.01,7.46,-32.87,358.0,7-mai-18
BOAC,20180831,3980.0,7.34,7.41,-18.78,295.0,6-juin-18
BOAM,20180831,2795.0,5.74,10.38,-46.25,290.0,31-mai-18
BOAN,20180831,4450.0,7.94,8.52,-10.1,379.0,31-mai-18
BOAS,20180831,2500.0,5.93,6.4,0.0,160.0,2-mai-18
CBIBF,20180831,8100.0,13.24,4.15,-19.0,336.0,5-juil.-18
ECOC,20180831,23990.0,9.95,7.69,-19.17,1844.0,22-juin-18
ETIT,20180831,22.0,3.13,5.49,29.41,1.21,28-avr.-17
NSBC,20180831,7810.0,9.26,5.97,-19.15,466.1,25-juin-18
SAFC,20180831,5500.0,,,-49.54,576.0,29-juil.-11
SGBC,20180831,10935.0,8.59,5.35,-5.32,585.0,17-juil.-18
SIBC,20180831,2985.0,6.62,6.33,-12.21,189.0,8-juin-18
SDSC,20180831,3075.0,12.74,5.92,-38.38,182.0,30-mai-18
PALC,20180831,3200.0,5.68,3.76,-41.82,120.3,29-sept.-17
SCRC,20180831,1000.0,6.23,13.73,-12.28,137.25,29-sept.-17
SICC,20180831,3600.0,21.48,,-8.86,1919.0,25-sept.-00
SOGC,20180831,3145.0,6.51,13.74,-25.12,432.0,23-juil.-18
SPHC,20180831,3050.0,6.06,,-1.45,116.2,13-juin-14
ABJC,20180831,1300.0,14.29,7.61,-35.0,98.97,20-juin-18
BNBC,20180831,2400.0,7.49,2.63,-22.58,63.0,25-juil.-18
CFAC,20180831,610.0,27.2,1.62,54.43,9.9,27-juil.-18
PRSC,20180831,130000.0,30.47,2.95,-54.95,3839.0,31-août-18
SHEC,20180831,915.0,11.52,4.68,1.67,42.86,23-juil.-18
TTLC,20180831,1900.0,11.48,5.11,-31.65,97.0,30-juin-17
TTLS,20180831,1500.0,11.76,3.75,-21.05,56.25,27-juil.-18
STAC,20180831,295.0,4.52,,63.89,,
CABC,20180928,1200.0,7.25,8.33,8.6,100.0,31-mai-18
FTSC,20180928,2135.0,12.08,7.55,-56.65,161.27,16-août-18
NEIC,20180928,160.0,4.04,,332.43,9.0,28-juin-01
NTLC,20180928,1400.0,,,-26.32,31.5,12-août-11
SEMC,20180928,13400.0,56.42,5.05,-3.42,676.8,29-sept.-17
SIVC,20180928,470.0,,13.4,17.5,63.0,29-sept.-17
SLBC,20180928,59005.0,22.85,3.94,-52.8,2322.0,14-juin-18
SMBC,20180928,20350.0,5.28,2.21,167.06,450.0,29-août-18
STBC,20180928,1780.0,,11.58,-50.56,206.2,19-juin-17
UNLC,20180928,11110.0,,,30.71,1233.0,9-juil.-12
UNXC,20180928,2950.0,15.25,5.89,-30.91,173.7,13-juil.-18
CIEC,20180928,1550.0,43.68,2.06,-26.19,31.95,20-juil.-18
ONTBF,20180928,3900.0,9.38,9.33,-18.41,363.96,6-juin-18
SDCC,20180928,3645.0,12.05,7.41,-38.32,270.0,29-août-18
SNTS,20180928,20105.0,9.94,7.46,-14.45,1500.0,23-mai-18
BICC,20180928,4020.0,7.21,5.31,-52.65,213.56,2-juil.-18
BOAB,20180928,4195.0,5.7,9.7,-43.69,407.0,15-mai-18
BOABF,20180928,4200.0,6.13,8.52,-41.26,358.0,7-mai-18
BOAC,20180928,3400.0,6.27,8.68,-30.61,295.0,6-juin-18
BOAM,20180928,2000.0,4.11,14.5,-61.54,290.0,31-mai-18
BOAN,20180928,4000.0,7.14,9.48,-19.19,379.0,31-mai-18
BOAS,20180928,2400.0,5.7,6.67,-4.0,160.0,2-mai-18
CBIBF,20180928,8100.0,13.24,4.15,-19.0,336.0,5-juil.-18
ECOC,20180928,23200.0,9.62,7.95,-21.83,1844.0,22-juin-18
ETIT,20180928,22.0,3.13,5.49,29.41,1.21,28-avr.-17
NSBC,20180928,7300.0,8.66,6.38,-24.43,466.1,25-juin-18
SAFC,20180928,5500.0,,,-49.54,576.0,29-juil.-11
SGBC,20180928,9995.0,7.85,5.85,-13.46,585.0,17-juil.-18
SIBC,20180928,2500.0,5.55,7.56,-26.47,189.0,8-juin-18
SDSC,20180928,3095.0,12.82,5.88,-37.98,182.0,30-mai-18
PALC,20180928,3145.0,5.58,8.06,-42.82,253.47,24-sept.-18
SCRC,20180928,995.0,6.2,7.24,-12.72,72.0,28-sept.-18
SICC,20180928,3530.0,21.06,,-10.63,1919.0,25-sept.-00
SOGC,20180928,3000.0,6.21,14.4,-28.57,432.0,23-juil.-18
SPHC,20180928,2870.0,5.7,2.72,-7.27,78.0,27-sept.-18
ABJC,20180928,1150.0,12.64,8.61,-42.5,98.97,20-juin-18
BNBC,20180928,2295.0,7.16,2.75,-25.97,63.0,25-juil.-18
CFAC,20180928,595.0,26.53,1.66,50.63,9.9,27-juil.-18
PRSC,20180928,128500.0,30.12,2.99,-55.47,3839.0,31-août-18
SHEC,20180928,900.0,11.33,4.76,0.0,42.86,23-juil.-18
TTLC,20180928,1690.0,10.21,6.12,-39.21,103.45,28-sept.-18
TTLS,20180928,1300.0,10.19,4.33,-31.58,56.25,27-juil.-18
STAC,20180928,280.0,4.29,,55.56,,
CABC,20181031,1000.0,6.04,10.0,-9.5,100.0,31-mai-18
FTSC,20181031,1895.0,10.72,8.51,-61.52,161.27,16-août-18
NEIC,20181031,130.0,3.28,,251.35,9.0,28-juin-01
NTLC,20181031,985.0,,,-48.16,31.5,12-août-11
SEMC,20181031,13000.0,54.73,5.21,-6.31,676.8,29-sept.-17
SIVC,20181031,450.0,,14.0,12.5,63.0,29-sept.-17
SLBC,20181031,57600.0,22.31,4.03,-53.92,2322.0,14-juin-18
SMBC,20181031,18200.0,4.73,2.47,138.85,450.0,29-août-18
STBC,20181031,1345.0,,15.33,-62.64,206.2,19-juin-17
UNLC,20181031,8160.0,,,-4.0,1233.0,9-juil.-12
UNXC,20181031,2450.0,12.67,7.09,-42.62,173.7,13-juil.-18
CIEC,20181031,1300.0,36.64,2.46,-38.1,31.95,20-juil.-18
ONTBF,20181031,3700.0,8.9,9.84,-22.59,363.96,6-juin-18
SDCC,20181031,3200.0,10.58,8.44,-45.85,270.0,29-août-18
SNTS,20181031,19000.0,9.4,7.89,-19.15,1500.0,23-mai-18
BICC,20181031,4180.0,7.5,5.11,-50.77,213.56,2-juil.-18
BOAB,20181031,3945.0,5.36,10.32,-47.05,407.0,15-mai-18
BOABF,20181031,3780.0,5.52,9.47,-47.13,358.0,7-mai-18
BOAC,20181031,2485.0,4.58,11.87,-49.29,295.0,6-juin-18
BOAM,20181031,2300.0,4.72,12.61,-55.77,290.0,31-mai-18
BOAN,20181031,4000.0,7.14,9.48,-19.19,379.0,31-mai-18
BOAS,20181031,1990.0,4.72,8.04,-20.4,160.0,2-mai-18
CBIBF,20181031,7550.0,12.34,4.45,-24.5,336.0,5-juil.-18
ECOC,20181031,19745.0,8.19,9.34,-33.47,1844.0,22-juin-18
ETIT,20181031,19.0,2.71,6.36,11.76,1.21,28-avr.-17
NSBC,20181031,7000.0,8.3,6.66,-27.54,466.1,25-juin-18
SAFC,20181031,5000.0,,,-54.13,576.0,29-juil.-11
SGBC,20181031,8890.0,6.98,6.58,-23.03,585.0,17-juil.-18
SIBC,20181031,2450.0,5.44,7.71,-27.94,189.0,8-juin-18
SDSC,20181031,2440.0,10.11,7.46,-51.1,182.0,30-mai-18
PALC,20181031,2280.0,4.05,11.12,-58.55,253.47,24-sept.-18
SCRC,20181031,995.0,6.2,7.24,-12.72,72.0,28-sept.-18
SICC,20181031,3535.0,21.09,,-10.51,1919.0,25-sept.-00
SOGC,20181031,2100.0,4.35,20.57,-50.0,432.0,23-juil.-18
SPHC,20181031,2900.0,5.76,2.69,-6.3,78.0,27-sept.-18
ABJC,20181031,1050.0,11.54,9.43,-47.5,98.97,20-juin-18
BNBC,20181031,2425.0,7.57,2.6,-21.77,63.0,25-juil.-18
CFAC,20181031,630.0,28.09,1.57,59.49,9.9,27-juil.-18
PRSC,20181031,125930.0,29.52,3.05,-56.37,3839.0,31-août-18
SHEC,20181031,990.0,12.46,4.33,10.0,42.86,23-juil.-18
TTLC,20181031,1420.0,8.58,7.29,-48.92,103.45,28-sept.-18
TTLS,20181031,1290.0,10.11,4.36,-32.11,56.25,27-juil.-18
STAC,20181031,235.0,3.6,,30.56,,
CABC,20181130,995.0,6.01,10.05,-9.95,100.0,31-mai-18
FTSC,20181130,1475.0,8.35,10.93,-70.05,161.27,16-août-18
NEIC,20181130,270.0,6.82,,629.73,9.0,28-juin-01
NTLC,20181130,880.0,,,-53.68,31.5,12-août-11
SEMC,20181130,12740.0,53.64,5.31,-8.18,676.8,29-sept.-17
SIVC,20181130,450.0,,14.0,12.5,63.0,29-sept.-17
SLBC,20181130,57600.0,22.31,4.03,-53.92,2322.0,14-juin-18
SMBC,20181130,19200.0,4.98,2.34,151.97,450.0,29-août-18
STBC,20181130,1310.0,,15.74,-63.61,206.2,19-juin-17
UNLC,20181130,6350.0,,,-25.29,1233.0,9-juil.-12
UNXC,20181130,2045.0,10.57,8.49,-52.11,173.7,13-juil.-18
CIEC,20181130,1545.0,43.54,2.07,-26.43,31.95,20-juil.-18
ONTBF,20181130,3800.0,9.14,9.58,-20.5,363.96,6-juin-18
SDCC,20181130,4000.0,13.22,6.75,-32.32,270.0,29-août-18
SNTS,20181130,18000.0,8.9,8.33,-23.4,1500.0,23-mai-18
BICC,20181130,7490.0,13.44,2.85,-11.78,213.56,2-juil.-18
BOAB,20181130,2995.0,4.07,13.59,-59.8,407.0,15-mai-18
BOABF,20181130,2950.0,4.31,12.14,-58.74,358.0,7-mai-18
BOAC,20181130,2295.0,4.23,12.85,-53.16,295.0,6-juin-18
BOAM,20181130,2195.0,4.51,13.21,-57.79,290.0,31-mai-18
BOAN,20181130,2900.0,5.18,13.07,-41.41,379.0,31-mai-18
BOAS,20181130,1890.0,4.49,8.47,-24.4,160.0,2-mai-18
CBIBF,20181130,7110.0,11.63,4.73,-28.9,336.0,5-juil.-18
ECOC,20181130,17950.0,7.44,10.27,-39.52,1844.0,22-juin-18
ETIT,20181130,18.0,2.56,6.71,5.88,1.21,28-avr.-17
NSBC,20181130,6150.0,7.29,7.58,-36.34,466.1,25-juin-18
SAFC,20181130,5700.0,,,-47.71,576.0,29-juil.-11
SGBC,20181130,7000.0,5.5,8.36,-39.39,585.0,17-juil.-18
SIBC,20181130,2345.0,5.2,8.06,-31.03,189.0,8-juin-18
SDSC,20181130,1960.0,8.12,9.29,-60.72,182.0,30-mai-18
PALC,20181130,1950.0,3.46,13.0,-64.55,253.47,24-sept.-18
SCRC,20181130,900.0,5.61,8.0,-21.05,72.0,28-sept.-18
SICC,20181130,3600.0,21.48,,-8.86,1919.0,25-sept.-00
SOGC,20181130,2100.0,4.35,20.57,-50.0,432.0,23-juil.-18
SPHC,20181130,2850.0,5.66,2.74,-7.92,78.0,27-sept.-18
ABJC,20181130,940.0,10.33,10.53,-53.0,98.97,20-juin-18
BNBC,20181130,2195.0,6.85,2.87,-29.19,63.0,25-juil.-18
CFAC,20181130,445.0,19.84,2.22,12.66,9.9,27-juil.-18
PRSC,20181130,124995.0,29.3,3.07,-56.69,3839.0,31-août-18
SHEC,20181130,1000.0,12.59,4.29,11.11,42.86,23-juil.-18
TTLC,20181130,1250.0,7.55,8.28,-55.04,103.45,28-sept.-18
TTLS,20181130,1300.0,10.19,4.33,-31.58,56.25,27-juil.-18
STAC,20181130,195.0,2.99,,8.33,,
CABC,20181231,990.0,5.98,10.1,-10.41,100.0,31-mai-18
FTSC,20181231,2120.0,12.0,7.61,-56.95,161.27,16-août-18
NEIC,20181231,170.0,4.29,,359.46,9.0,28-juin-01
NTLC,20181231,1010.0,,,-46.84,31.5,12-août-11
SEMC,20181231,300.0,50.52,5.64,-13.51,16.92,29-sept.-17
SIVC,20181231,535.0,,11.78,33.75,63.0,29-sept.-17
SLBC,20181231,56000.0,21.69,4.15,-55.2,2322.0,14-juin-18
SMBC,20181231,19500.0,5.06,2.31,155.91,450.0,29-août-18
STBC,20181231,1835.0,,11.24,-49.03,206.2,19-juin-17
UNLC,20181231,6340.0,,,-25.41,1233.0,9-juil.-12
UNXC,20181231,2030.0,10.49,8.56,-52.46,173.7,13-juil.-18
CIEC,20181231,1445.0,40.73,2.21,-31.19,31.95,20-juil.-18
ONTBF,20181231,4150.0,9.98,8.77,-13.18,363.96,6-juin-18
SDCC,20181231,3885.0,12.84,6.95,-34.26,270.0,29-août-18
SNTS,20181231,16000.0,7.91,9.38,-31.91,1500.0,23-mai-18
BICC,20181231,7900.0,14.18,2.7,-6.95,213.56,2-juil.-18
BOAB,20181231,4200.0,5.71,9.69,-43.62,407.0,15-mai-18
BOABF,20181231,5200.0,7.6,6.88,-27.27,358.0,7-mai-18
BOAC,20181231,4200.0,7.75,7.02,-14.29,295.0,6-juin-18
BOAM,20181231,2450.0,5.03,11.84,-52.88,290.0,31-mai-18
BOAN,20181231,3900.0,6.96,9.72,-21.21,379.0,31-mai-18
BOAS,20181231,2020.0,4.79,7.92,-19.2,160.0,2-mai-18
CBIBF,20181231,8695.0,14.22,3.86,-13.05,336.0,5-juil.-18
ECOC,20181231,4240.0,8.79,8.7,-28.57,368.8,22-juin-18
ETIT,20181231,18.0,2.56,6.71,5.88,1.21,28-avr.-17
NSBC,20181231,6000.0,7.11,7.77,-37.89,466.1,25-juin-18
SAFC,20181231,5300.0,,,-51.38,23.04,29-juil.-11
SGBC,20181231,7400.0,5.81,7.91,-35.93,585.0,17-juil.-18
SIBC,20181231,2700.0,5.99,7.0,-20.59,189.0,8-juin-18
SDSC,20181231,2000.0,8.28,9.1,-59.92,182.0,30-mai-18
PALC,20181231,1900.0,3.37,13.34,-65.45,253.47,24-sept.-18
SCRC,20181231,950.0,5.92,7.58,-16.67,72.0,28-sept.-18
SICC,20181231,3600.0,21.48,,-8.86,1919.0,25-sept.-00
SOGC,20181231,2285.0,4.73,18.91,-45.6,432.0,23-juil.-18
SPHC,20181231,3690.0,7.33,2.11,19.22,78.0,27-sept.-18
ABJC,20181231,1200.0,13.19,8.25,-40.0,98.97,20-juin-18
BNBC,20181231,2400.0,7.49,2.63,-22.58,63.0,25-juil.-18
CFAC,20181231,640.0,28.54,1.55,62.03,9.9,27-juil.-18
PRSC,20181231,123990.0,29.06,3.1,-57.04,3839.0,31-août-18
SHEC,20181231,945.0,11.9,4.54,5.0,42.86,23-juil.-18
TTLC,20181231,1355.0,8.19,7.63,-51.26,103.45,28-sept.-18
TTLS,20181231,1450.0,11.36,3.88,-23.68,56.25,27-juil.-18
STAC,20181231,,2.61,,,,
CABC,20190131,1000.0,6.04,10.0,1.01,100.0,31-mai-18
FTSC,20190131,1800.0,10.19,8.96,-15.09,161.27,16-août-18
NEIC,20190131,195.0,4.92,,14.71,9.0,28-juin-01
NTLC,20190131,880.0,,,-12.87,31.5,12-août-11
SEMC,20190131,290.0,48.84,5.83,-3.33,16.92,29-sept.-17
SIVC,20190131,505.0,,12.48,-5.61,63.0,29-sept.-17
SLBC,20190131,57000.0,22.07,4.07,1.79,2322.0,14-juin-18
SMBC,20190131,19900.0,5.17,2.26,2.05,450.0,29-août-18
STBC,20190131,1540.0,,13.39,-16.08,206.2,19-juin-17
UNLC,20190131,5700.0,,,-10.09,1233.0,9-juil.-12
UNXC,20190131,2030.0,10.49,8.56,0.0,173.7,13-juil.-18
CIEC,20190131,1200.0,33.82,2.66,-16.96,31.95,20-juil.-18
ONTBF,20190131,4215.0,10.13,8.63,1.57,363.96,6-juin-18
SDCC,20190131,3000.0,9.92,9.0,-22.78,270.0,29-août-18
SNTS,20190131,16700.0,8.26,8.98,4.38,1500.0,23-mai-18
BICC,20190131,6300.0,11.31,3.39,-20.25,213.56,2-juil.-18
BOAB,20190131,3400.0,4.62,11.97,-19.05,407.0,15-mai-18
BOABF,20190131,4500.0,6.57,7.96,-13.46,358.0,7-mai-18
BOAC,20190131,3975.0,7.33,7.42,-5.36,295.0,6-juin-18
BOAM,20190131,2300.0,4.72,12.61,-6.12,290.0,31-mai-18
BOAN,20190131,3900.0,6.96,9.72,0.0,379.0,31-mai-18
BOAS,20190131,1785.0,4.24,8.96,-11.63,160.0,2-mai-18
CBIBF,20190131,7500.0,12.26,4.48,-13.74,336.0,5-juil.-18
ECOC,20190131,3800.0,7.88,9.71,-10.38,368.8,22-juin-18
ETIT,20190131,19.0,2.71,6.36,5.56,1.21,28-avr.-17
NSBC,20190131,4795.0,5.69,9.72,-20.08,466.1,25-juin-18
SAFC,20190131,200.0,,,-6.98,23.04,29-juil.-11
SGBC,20190131,8000.0,6.28,7.31,8.11,585.0,17-juil.-18
SIBC,20190131,2350.0,5.22,8.04,-12.96,189.0,8-juin-18
SDSC,20190131,1990.0,8.24,9.15,-0.5,182.0,30-mai-18
PALC,20190131,1750.0,3.11,14.48,-7.89,253.47,24-sept.-18
SCRC,20190131,990.0,6.17,7.27,4.21,72.0,28-sept.-18
SICC,20190131,3600.0,21.48,,0.0,1919.0,25-sept.-00
SOGC,20190131,1995.0,4.13,21.65,-12.69,432.0,23-juil.-18
SPHC,20190131,3600.0,7.15,2.17,-2.44,78.0,27-sept.-18
ABJC,20190131,1180.0,12.97,8.39,-1.67,98.97,20-juin-18
BNBC,20190131,2055.0,6.42,3.07,-14.38,63.0,25-juil.-18
CFAC,20190131,455.0,20.29,2.18,-28.91,9.9,27-juil.-18
PRSC,20190131,122000.0,28.59,3.15,-1.6,3839.0,31-août-18
SHEC,20190131,850.0,10.7,5.04,-10.05,42.86,23-juil.-18
TTLC,20190131,1300.0,7.85,7.96,-4.06,103.45,28-sept.-18
TTLS,20190131,1400.0,10.97,4.02,-3.45,56.25,27-juil.-18
STAC,20190131,170.0,2.61,,0.0,,
CABC,20190228,1500.0,9.06,6.67,51.52,100.0,31-mai-18
FTSC,20190228,1390.0,7.87,11.6,-34.43,161.27,16-août-18
NEIC,20190228,190.0,4.8,,11.76,9.0,28-juin-01
NTLC,20190228,815.0,,,-19.31,31.5,12-août-11
SEMC,20190228,290.0,48.84,5.83,-3.33,16.92,29-sept.-17
SIVC,20190228,395.0,,15.95,-26.17,63.0,29-sept.-17
SLBC,20190228,45500.0,17.62,5.1,-18.75,2322.0,14-juin-18
SMBC,20190228,4835.0,5.02,9.31,-0.82,450.0,29-août-18
STBC,20190228,1275.0,,16.17,-30.52,206.2,19-juin-17
UNLC,20190228,5135.0,,,-19.01,1233.0,9-juil.-12
UNXC,20190228,2200.0,11.37,7.9,8.37,173.7,13-juil.-18
CIEC,20190228,1295.0,36.5,2.47,-10.38,31.95,20-juil.-18
ONTBF,20190228,4200.0,10.1,8.67,1.2,363.96,6-juin-18
SDCC,20190228,3000.0,9.92,9.0,-22.78,270.0,29-août-18
SNTS,20190228,20300.0,10.03,7.39,26.88,1500.0,23-mai-18
BICC,20190228,5335.0,9.57,4.0,-32.47,213.56,2-juil.-18
BOAB,20190228,4000.0,5.44,10.18,-4.76,407.0,15-mai-18
BOABF,20190228,5300.0,7.74,6.75,1.92,358.0,7-mai-18
BOAC,20190228,3500.0,6.45,8.43,-16.67,295.0,6-juin-18
BOAM,20190228,2195.0,4.51,13.21,-10.41,290.0,31-mai-18
BOAN,20190228,3895.0,6.95,9.73,-0.13,379.0,31-mai-18
BOAS,20190228,1700.0,4.03,9.41,-15.84,160.0,2-mai-18
CBIBF,20190228,7690.0,12.57,4.37,-11.56,336.0,5-juil.-18
ECOC,20190228,3650.0,7.57,10.1,-13.92,368.8,22-juin-18
ETIT,20190228,20.0,2.85,6.04,11.11,1.21,28-avr.-17
NSBC,20190228,4450.0,5.28,10.47,-25.83,466.1,25-juin-18
SAFC,20190228,215.0,,,0.0,23.04,29-juil.-11
SGBC,20190228,7800.0,6.12,7.5,5.41,585.0,17-juil.-18
SIBC,20190228,2500.0,5.55,7.56,-7.41,189.0,8-juin-18
SDSC,20190228,1885.0,7.81,9.66,-5.75,182.0,30-mai-18
PALC,20190228,1600.0,2.84,15.84,-15.79,253.47,24-sept.-18
SCRC,20190228,850.0,5.29,8.47,-10.53,72.0,28-sept.-18
SICC,20190228,3605.0,21.51,,0.14,1919.0,25-sept.-00
SOGC,20190228,2255.0,4.67,19.16,-1.31,432.0,23-juil.-18
SPHC,20190228,3400.0,6.76,2.29,-7.86,78.0,27-sept.-18
ABJC,20190228,1200.0,13.19,8.25,0.0,98.97,20-juin-18
BNBC,20190228,1850.0,5.78,3.41,-22.92,63.0,25-juil.-18
CFAC,20190228,540.0,24.08,1.83,-15.63,9.9,27-juil.-18
PRSC,20190228,122000.0,28.59,3.15,-1.6,3839.0,31-août-18
SHEC,20190228,895.0,11.27,4.79,-5.29,42.86,23-juil.-18
TTLC,20190228,1300.0,7.85,7.96,-4.06,103.45,28-sept.-18
TTLS,20190228,1395.0,10.93,4.03,-3.79,56.25,27-juil.-18
STAC,20190228,170.0,2.61,,0.0,,
CABC,20190329,1000.0,7.76,10.0,1.01,100.0,31-mai-18
FTSC,20190329,1285.0,7.27,12.55,-39.39,161.27,16-août-18
NEIC,20190329,490.0,12.37,,188.24,9.0,28-juin-01
NTLC,20190329,1045.0,,,3.47,31.5,12-août-11
SEMC,20190329,300.0,50.52,5.64,0.0,16.92,29-sept.-17
SIVC,20190329,400.0,,15.75,-25.23,63.0,29-sept.-17
