ticker,societe_brvm,date_annonce,agence,note_lt,rang_lt,note_ancienne,variation_crans,note_ct,perspective,validite,action,marge_nette,marge_brute,ca_mds,annees_citees,score_risque_pays,score_risque_secteur,score_total,statut_extraction,url_pdf,date_collecte
ECOC,ECOBANK CI,2019-10-24,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20191024_-_notation_financiere_-_ecobank_ci.pdf,2026-09-03
ECOC,ECOBANK CI,2018-05-16,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20180516_-_fiche_de_notation_-_ecobank_ci_2018.pdf,2026-09-03
CIEC,CIE CI,2026-01-08,Bloomfield Investment Corporation,AA+,20,,,A1+,stable,,,,,,,,,,OK,https://www.brvm.org/sites/default/files/20260108_-_notation_financiere_-_cie_ci.pdf,2026-09-03
CIEC,CIE CI,2025-01-03,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20250102_-_notation_financiere_-_cie_ci.pdf,2026-09-03
CIEC,CIE CI,2024-06-28,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240628_-_notation_financiere_-_cie_ci.pdf,2026-09-03
CIEC,CIE CI,2023-02-15,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20230215_-_notation_financiere_-_cie_ci.pdf,2026-09-03
CIEC,CIE CI,2023-01-06,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20230106_-_notation_financiere_-_cie_ci.pdf,2026-09-03
CIEC,CIE CI,2022-02-17,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20220217_-_notation_financiere_-_cie_ci.pdf,2026-09-03
CIEC,CIE CI,2020-11-30,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20201130_-_notation_financiere_-_cie.pdf,2026-09-03
CIEC,CIE CI,2019-11-27,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20191121_-_notation_financiere-_cie_2019_1.pdf,2026-09-03
CIEC,CIE CI,2019-11-21,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20191121_-_notation_financiere-_cie_2019.pdf,2026-09-03
CIEC,CIE CI,2018-10-30,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20181030_-_fiche_de_notation_financiere_-_cie_2018.pdf,2026-09-03
CIEC,CIE CI,2018-01-11,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20180111_-_fiche_de_notation_-cie_ci_2017.pdf,2026-09-03
CIEC,CIE CI,2016-10-25,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20161025_-_notation_financiere_-_cie.pdf,2026-09-03
CIEC,CIE CI,2014-09-30,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20140930_-_nf_bloomfield_-_sode_ci_-_aout_2014_version_anglaise.pdf,2026-09-03
CIEC,CIE CI,2014-09-22,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20140922_-_nf_bloomfield_-_cie_ci_-_aout_2014.pdf,2026-09-03
CIEC,CIE CI,2013-10-10,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20131010_-_nf_bloomfield_-_cie_ci_-_septembre_2013_version_anglaise.pdf,2026-09-03
CIEC,CIE CI,2013-10-08,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20131008_-_nf_bloomfield_-_cie_ci_-_septembre_2013.pdf,2026-09-03
CIEC,CIE CI,2013-05-02,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20130502_-_nf_bloomfield_-_cie_ci_-_octobre_2012_version_anglaise.pdf,2026-09-03
CIEC,CIE CI,2013-04-12,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20130412_-_nf_bloomfield_-_cie_ci_-_octobre_2012.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2023-07-27,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20230727_-_notation_financiere_-_cfao_motors_ci.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2019-09-16,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/cfao_-_communique_de_presse_sept_19.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2019-09-16,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/cfao_-_communique_de_presse_emprunt_sept_19.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2018-08-17,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/c4-cfao_motors_ci_communique_de_presse_-_aout_2018.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2018-08-17,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/c4-cfao_motors_ci_emission_obligataire_cp_-_aout_2018.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2017-06-21,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20170620-_notaion_financiere_-_emission_obligataire_cfao_ci.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2017-06-21,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20170620-_notation_financiere_-_cfao_ci.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2016-06-22,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20160622_-_nf_wara_-_cfao_motors_ci_-_juin_2016_1_version_anglaise.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2016-06-20,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20160620_-_nf_wara_-_cfao_motors_ci_-_juin_2016_2.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2016-06-17,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20160617_-_nf_wara_-_cfao_motors_ci_-_juin_2016_1.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2015-08-06,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20150806_-_nf_wara_-_cfao_motors_ci_-_aout_2015_version_anglaise.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2015-07-22,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20150722_-_nf_wara_-_cfao_motors_ci_-_juillet_2015.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2014-09-10,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20140910_-_nf_wara_-_cfao_motors_ci_-_septembret_2014_versions_anglaise.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2014-09-03,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20140903_-_nf_wara_-_cfao_motors_ci_-_septembret_2014.pdf,2026-09-03
CFAC,CFAO MOTORS CI,2013-09-18,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20130918_-_nf_wara_-_cfao_motors_ci_-_septembre_2013.pdf,2026-09-03
CBIBF,CORIS BANK INTERNATIONAL,2026-08-26,Bloomfield Investment Corporation,AA,19,,,A1,stable,Juin 2026 a Mai 2027,,,,,,,,,OK,https://www.brvm.org/sites/default/files/20260826_-_notation_financiere_-_coris_bank_international_bf.pdf,2026-09-03
CBIBF,CORIS BANK INTERNATIONAL,2025-09-15,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20250915_-_notation_financiere_-_coris_bank_international_bf.pdf,2026-09-03
CBIBF,CORIS BANK INTERNATIONAL,2024-08-09,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240809_-_notation_financiere_-_coris_bank_international_bf.pdf,2026-09-03
CBIBF,CORIS BANK INTERNATIONAL,2024-02-13,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240213_-_notation_financiere_-_cbibf.pdf,2026-09-03
CBIBF,,2022-08-25,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/notation_financiere_-_coris_bank_interantional_sa_2022.pdf,2026-09-03
CBIBF,,2021-10-28,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20211028_-_notation_financiere_-_coris_bank_international.pdf,2026-09-03
CBIBF,,2021-01-13,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/notation_financiere_-_coris_bank_international_ci.pdf,2026-09-03
CBIBF,,2020-12-11,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20201211_-_notation_financiere_-_cbi_bf.pdf,2026-09-03
CBIBF,,2020-08-14,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/coris_bank_international_-_communiquei_de_presse_aouit_2020_-__0.pdf,2026-09-03
CBIBF,,2019-09-04,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/coris_holding_-_communique_de_presse_-_septembre_2019.pdf,2026-09-03
CBIBF,,2018-05-29,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20180528_-_notation_financiere_coris_bank_international_2018.pdf,2026-09-03
CBIBF,,2017-07-25,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20170725-_fiche_de_notation_-_coris_bank_international.pdf,2026-09-03
CABC,SICABLE,2025-11-26,GCR,AA-(WU),18,,,,stable,,affirme,,,19.1,,4.5,2.75,9.5,OK,https://www.brvm.org/sites/default/files/20251126_-_notation_financiere_-_sicable_ci.pdf,2026-09-03
CABC,SICABLE,2024-12-06,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20241206_-_notation_financiere_-_sicable_ci.pdf,2026-09-03
CABC,SICABLE,2023-11-20,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20231120_-_notation_financiere_-_sicable_ci.pdf,2026-09-03
CABC,SICABLE,2022-11-25,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20221125_-_notation_financiere_-_sicable_ci.pdf,2026-09-03
CABC,SICABLE,2021-12-15,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20211215_-_notation_financiere_-_sicable_ci.pdf,2026-09-03
CABC,SICABLE,2019-07-09,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20190709_-_notation_financiere.pdf,2026-09-03
CABC,SICABLE,2018-04-10,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/communique_de_presse_-_notation_financiere_sicable.pdf,2026-09-03
BOAS,BANK OF AFRICA SN,2025-10-23,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20251022_-_notation_financiere_-_boa_sn.pdf,2026-09-03
BOAS,BANK OF AFRICA SN,2024-08-09,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240809_-_notation_financiere_-_boa_senegal.pdf,2026-09-03
BOAS,BANK OF AFRICA SN,2024-02-13,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240213_-_notation_financiere_-_boa_sn.pdf,2026-09-03
BOAS,BANK OF AFRICA SN,2023-02-15,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20230215_-_notation_financiere_-_boa_sn.pdf,2026-09-03
BOAS,BANK OF AFRICA SN,2022-07-18,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20220718_-_notation_financiere_-_boa_sn.pdf,2026-09-03
BOAS,BANK OF AFRICA SN,2022-01-17,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20220117_-_notation_financiere_-_boa_senegal_-_2021.pdf,2026-09-03
BOAS,BANK OF AFRICA SN,2020-11-05,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20201105-_notation_financiere_-_boa_senegal.pdf,2026-09-03
BOAS,BANK OF AFRICA SN,2019-10-03,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/bank_of_africa_senegal.pdf,2026-09-03
BOAS,BANK OF AFRICA SN,2018-07-06,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation_-_boa_senegal_2018.pdf,2026-09-03
BOAS,BANK OF AFRICA SN,2016-06-30,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20160630_-_nf_bloomfield_-_bank_of_africa_sn_-_mai_2016.pdf,2026-09-03
BOAS,BANK OF AFRICA SN,2015-06-17,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20150617_-_nf_bloomfield_-_bank_of_africa_sn_-_mai_2015_version_anglaise.pdf,2026-09-03
BOAS,BANK OF AFRICA SN,2015-06-08,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20150608_-_nf_bloomfield_-_bank_of_africa_sn_-_mai_2015.pdf,2026-09-03
BOAN,BANK OF AFRICA NG,2025-11-18,Bloomfield Investment Corporation,A-,15,,,A2,stable,,,,,,,,,,OK,https://www.brvm.org/sites/default/files/20251117_-_notation_financiere_-_boa_ng.pdf,2026-09-03
BOAN,BANK OF AFRICA NG,2024-09-16,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240916_-_notation_financiere_-_boa_ng.pdf,2026-09-03
BOAN,BANK OF AFRICA NG,2024-02-13,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240213_-_notation_financiere_-_boa_niger.pdf,2026-09-03
BOAN,BANK OF AFRICA NG,2022-08-25,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/notation_financiere_-_boa_niger_-_2022.pdf,2026-09-03
BOAN,BANK OF AFRICA NG,2021-08-20,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation_-_boa_niger_-_2021.pdf,2026-09-03
BOAN,BANK OF AFRICA NG,2020-07-30,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20200730_-_notation_financiere_-_boa_niger.pdf,2026-09-03
BOAN,BANK OF AFRICA NG,2018-07-26,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20180726_-_fiche_de_notation_-_boa_niger_-_2018.pdf,2026-09-03
BOAN,BANK OF AFRICA NG,2017-06-16,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation_-_boa_niger_2017.pdf,2026-09-03
BOAN,BANK OF AFRICA NG,2016-11-22,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/notation_financiere_boa_niger_-_avril_2016.pdf,2026-09-03
BOAN,BANK OF AFRICA NG,2015-06-15,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20150615_-_nf_bloomfield_-_bank_of_africa_ng_-_mai_2015_version_anglaise.pdf,2026-09-03
BOAN,BANK OF AFRICA NG,2015-06-04,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20150604_-_nf_bloomfield_-_bank_of_africa_ng_-_mai_2015.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2026-08-18,Bloomfield Investment Corporation,A-,15,,,A1,stable,Juin 2026 a Mai 2027,,,,,,,,,OK,https://www.brvm.org/sites/default/files/20260818_-_notation_financiere_-_boa_ml.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2025-07-23,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20250723_-_notation_financiere_-_boa_mali.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2024-07-10,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240710_-_notation_financiere_-_boa_mali.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2023-07-12,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20230712_-_fiche_de_notation_-_boa_mali_2023.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2023-07-03,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20230703_-_fiche_de_notation_-_boa_mali_2023.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2022-11-03,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20221103_-_notation_financiere_-_boa_mali.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2022-10-06,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20221006_-_fiche_de_notation_-_boa_ml.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2021-08-20,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation_-_boa_mali_2021.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2020-07-08,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20200708_-_notation_financiere_-_boa_ml.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2019-09-25,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20190917_-_fiche_de_notation_-_boa_mali_2019.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2018-08-13,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation_-_boa_mali_2018.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2017-06-16,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation_-_boa_mali_2017.pdf,2026-09-03
BOAM,BANK OF AFRICA ML,2016-06-07,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20160607_-_nf_bloomfield_-_bank_of_africa_ml_-_avril_2016_version_anglaise.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2026-07-05,Bloomfield Investment Corporation,A+,17,,,A1,stable,Mai 2026 a Avril 2027,,,,,,,,,OK,https://www.brvm.org/sites/default/files/20260703_-_notation_financiere_-_boa_ci.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2025-06-30,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20250630_-_notation_financiere_-_boa_ci.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2024-06-28,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240628_-_notation_financiere_-_boa_ci.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2023-07-12,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20230712_-_fiche_de_notation_-_boa_cote_divoire_-_2023.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2022-08-25,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/notation_financiere-boa_cote_divoire_-_2022.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2020-06-19,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20200619_-_notation_financiere_-_boa_cote_divoire_-_2020.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2019-09-09,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20190909_-_fiche_de_notation-boa_ci-2019_0.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2019-08-06,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20190806_-_notation_financiere-boa_cote_divoire-2019.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2018-06-28,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation-boa_cote_divoire_2018.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2017-06-16,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation_-_boa_cote_d27ivoire_2017.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2017-06-15,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20170615-fiche_de_notation-boa_cote-d-ivoire_2017.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2016-06-22,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20160622_-_nf_bloomfield_-_bank_of_africa_ci_-_avril_2016.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2015-07-01,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20150701_-_nf_bloomfield_-_bank_of_africa_ci_-_mai_2015_version_anglaise.pdf,2026-09-03
BOAC,BANK OF AFRICA CI,2015-06-30,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20150630_-_nf_bloomfield_-_bank_of_africa_ci_-_mai_2015.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2026-08-26,Bloomfield Investment Corporation,A+,17,,,A1,stable,,,,,,,,,,OK,https://www.brvm.org/sites/default/files/20260826_-_notation_financiere_-_boa_bf.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2025-06-30,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20250630_-_notation_financiere_-_boa_bf.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2024-06-28,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240628_-_notation_financiere_-_boa_bf.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2024-02-13,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240213_-_notation_financiere_-_boa_bf.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2023-02-15,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20230215_-_notation_financiere_-_boa_bf.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2021-08-20,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation_-_boa_burkina_faso_-_2021.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2020-07-13,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20200713_-_fiche_de_notation_-_boa_burkina_faso_-_2020.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2019-09-09,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20190909_-_fiche_de_notation_boa_bf-_2019.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2018-06-21,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20180621_-_fiche_de_notation_burkina_faso_-_2018.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2017-06-16,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation_-_boa_burkina_2017.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2016-06-08,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20160608_-_nf_bloomfield_-_bank_of_africa_bf_-_avril_2016_version_anglaise.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2016-06-06,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20160606_-_nf_bloomfield_-_bank_of_africa_bf_-_avril_2016.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2015-06-16,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20150616_-_nf_bloomfield_-_bank_of_africa_bf_-_avril_2015_version_anglaise.pdf,2026-09-03
BOABF,BANK OF AFRICA BF,2015-06-05,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20150605_-_nf_bloomfield_-_bank_of_africa_bf_-_avril_2015.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2026-08-18,Bloomfield Investment Corporation,A+,17,,,A1,stable,juin 2026 a mai 2027,,,,,,,,,OK,https://www.brvm.org/sites/default/files/20260818_-_notation_financiere_-_boa_bn.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2025-07-23,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20250723_-_notation_financiere_-_boa_benin.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2024-09-16,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240916_-_notation_financiere_-_boa_bn.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2024-02-13,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20240213_-_notation_financiere_-_boa_bn.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2022-08-25,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/notation_financiere-_boa_benin_2022.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2021-08-20,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation-_boa_benin_2021.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2020-06-22,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20200622_-_notation_financiere_fiche_-_boa_benin_2020.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2020-06-17,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20200617_-_fiche_de_notation-_boa_benin_2020.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2019-08-28,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation_-_boa_benin_2019.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2018-06-26,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation_-_boa_benin_2018.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2017-06-14,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/fiche_de_notation_-_boa_benin_2017.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2016-11-22,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/notation_financiere_boa_benin_-_avril_2016.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2015-06-12,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20150612_-_nf_bloomfield_-_bank_of_africa_bn_-_avril_2015_version_anglaise.pdf,2026-09-03
BOAB,BANK OF AFRICA BN,2015-06-03,,,,,,,,,,,,,,,,,NON_EXTRAIT,https://www.brvm.org/sites/default/files/20150603_-_nf_bloomfield_-_bank_of_africa_bn_-_avril_2015.pdf,2026-09-03
