ticker,date_bulletin,volume_echange,valeur_echangee
UNLC,2026-01-15,24.0,976745.0
ABJC,2026-01-15,1771.0,4736815.0
BNBC,2026-01-15,1431.0,1922515.0
CFAC,2026-01-15,5203.0,7500925.0
LNBB,2026-01-15,838.0,3350600.0
NEIC,2026-01-15,38005.0,44629195.0
PRSC,2026-01-15,1856.0,6547845.0
UNXC,2026-01-15,3567.0,5154430.0
SHEC,2026-01-15,1552.0,2336355.0
BICB,2026-01-15,164.0,809690.0
BICC,2026-01-15,652.0,12480690.0
BOAB,2026-01-15,3252.0,20656890.0
BOABF,2026-01-15,909.0,3828750.0
BOAC,2026-01-15,1861.0,13339215.0
BOAM,2026-01-15,4381.0,17987640.0
BOAN,2026-01-15,957.0,2444780.0
BOAS,2026-01-15,3465.0,18537385.0
CBIBF,2026-01-15,907.0,10394200.0
ETIT,2026-01-15,447179.0,10163786.0
NSBC,2026-01-15,2376.0,26934295.0
ORGT,2026-01-15,2912.0,7576550.0
SAFC,2026-01-15,449.0,1467290.0
CABC,2026-01-15,4320.0,11220330.0
FTSC,2026-01-15,1943.0,4180410.0
SDSC,2026-01-15,10242.0,15882515.0
SEMC,2026-01-15,5884.0,7174750.0
SIVC,2026-01-15,4357.0,7387940.0
STAC,2026-01-15,3403.0,4269335.0
CIEC,2026-01-15,3123.0,8057635.0
SDCC,2026-01-15,2154.0,12459495.0
NTLC,2026-01-16,263.0,2852830.0
PALC,2026-01-16,879.0,6960610.0
SPHC,2026-01-16,4042.0,29375350.0
SMBC,2026-01-16,341.0,3244835.0
TTLC,2026-01-16,908.0,2160980.0
TTLS,2026-01-16,835.0,2181445.0
ECOC,2026-01-16,575.0,9486970.0
SGBC,2026-01-16,360.0,10210085.0
SIBC,2026-01-16,2322.0,13822775.0
ONTBF,2026-01-16,1049.0,2576810.0
ORAC,2026-01-16,1115.0,16092150.0
SNTS,2026-01-16,10446.0,262188955.0
SCRC,2026-01-16,1729.0,1892330.0
SICC,2026-01-16,281.0,1070555.0
SLBC,2026-01-16,103.0,2987100.0
SOGC,2026-01-16,675.0,5188765.0
STBC,2026-01-16,3638.0,72100895.0
UNLC,2026-01-16,35.0,1535080.0
ABJC,2026-01-16,2223.0,5981880.0
BNBC,2026-01-16,513.0,713120.0
CFAC,2026-01-16,976.0,1413260.0
LNBB,2026-01-16,1051.0,4214910.0
NEIC,2026-01-16,9622.0,11186300.0
PRSC,2026-01-16,2582.0,9864865.0
UNXC,2026-01-16,2119.0,3080830.0
SHEC,2026-01-16,4321.0,6636465.0
BICB,2026-01-16,638.0,3144310.0
BICC,2026-01-16,287.0,5501205.0
BOAB,2026-01-16,2276.0,14043935.0
BOABF,2026-01-16,767.0,3277820.0
BOAC,2026-01-16,2967.0,21248225.0
BOAM,2026-01-16,3735.0,15422380.0
BOAN,2026-01-16,821.0,2110760.0
BOAS,2026-01-16,2891.0,15740505.0
CBIBF,2026-01-16,812.0,9451345.0
ETIT,2026-01-16,276865.0,6364395.0
NSBC,2026-01-16,1095.0,12533845.0
ORGT,2026-01-16,3316.0,8630525.0
SAFC,2026-01-16,1715.0,5656970.0
CABC,2026-01-16,806.0,2071535.0
FTSC,2026-01-16,18245.0,38995440.0
SDSC,2026-01-16,11815.0,19063690.0
SEMC,2026-01-16,6904.0,9043990.0
SIVC,2026-01-16,9648.0,16396295.0
STAC,2026-01-16,1729.0,2190490.0
CIEC,2026-01-16,9684.0,25159320.0
SDCC,2026-01-16,1825.0,10582355.0
NTLC,2026-01-19,866.0,9652100.0
PALC,2026-01-19,3539.0,28294525.0
SPHC,2026-01-19,3883.0,30288365.0
SMBC,2026-01-19,3935.0,38049535.0
TTLC,2026-01-19,5462.0,13023885.0
TTLS,2026-01-19,705.0,1809200.0
ECOC,2026-01-19,413.0,6813090.0
SGBC,2026-01-19,324.0,9341315.0
SIBC,2026-01-19,4796.0,28749315.0
ONTBF,2026-01-19,3472.0,8834370.0
ORAC,2026-01-19,854.0,12210135.0
SNTS,2026-01-19,1977.0,50381790.0
SCRC,2026-01-19,2280.0,2462695.0
SICC,2026-01-19,67.0,254110.0
SLBC,2026-01-19,342.0,9532680.0
SOGC,2026-01-19,3638.0,28871320.0
STBC,2026-01-19,3521.0,70975915.0
UNLC,2026-01-19,2.0,92845.0
ABJC,2026-01-19,2411.0,6488405.0
BNBC,2026-01-19,1752.0,2480140.0
CFAC,2026-01-19,1756.0,2514010.0
LNBB,2026-01-19,1380.0,5617100.0
NEIC,2026-01-19,23924.0,28646235.0
PRSC,2026-01-19,401.0,1558670.0
UNXC,2026-01-19,3448.0,5037280.0
SHEC,2026-01-19,1961.0,3029685.0
BICB,2026-01-19,808.0,3973675.0
BICC,2026-01-19,697.0,13382440.0
BOAB,2026-01-19,14165.0,86394155.0
BOABF,2026-01-19,3069.0,12969530.0
BOAC,2026-01-19,3023.0,21690670.0
BOAM,2026-01-19,4254.0,17462660.0
BOAN,2026-01-19,1001.0,2647150.0
BOAS,2026-01-19,1846.0,10189375.0
CBIBF,2026-01-19,987.0,11712475.0
ETIT,2026-01-19,409888.0,9184128.0
NSBC,2026-01-19,1854.0,21242610.0
ORGT,2026-01-19,3382.0,8803210.0
SAFC,2026-01-19,870.0,2882210.0
CABC,2026-01-19,3452.0,9302395.0
FTSC,2026-01-19,9030.0,19303420.0
SDSC,2026-01-19,9811.0,15094085.0
SEMC,2026-01-19,29688.0,40025375.0
SIVC,2026-01-19,8753.0,14866165.0
STAC,2026-01-19,1593.0,2020065.0
CIEC,2026-01-19,3239.0,8439875.0
SDCC,2026-01-19,436.0,2528740.0
NTLC,2026-01-20,190.0,2140205.0
PALC,2026-01-20,3000.0,23791195.0
SPHC,2026-01-20,528.0,4000175.0
SMBC,2026-01-20,440.0,4314625.0
TTLC,2026-01-20,2488.0,5884705.0
TTLS,2026-01-20,459.0,1164990.0
ECOC,2026-01-20,498.0,8327845.0
SGBC,2026-01-20,169.0,4904810.0
SIBC,2026-01-20,3132.0,18779485.0
ONTBF,2026-01-20,1003.0,2612660.0
ORAC,2026-01-20,734.0,10553070.0
SNTS,2026-01-20,2011.0,51255165.0
SCRC,2026-01-20,12279.0,13402530.0
SICC,2026-01-20,136.0,507585.0
SLBC,2026-01-20,83.0,2379880.0
SOGC,2026-01-20,1229.0,9533595.0
STBC,2026-01-20,4572.0,93633560.0
UNLC,2026-01-20,34.0,1576100.0
ABJC,2026-01-20,737.0,1993740.0
BNBC,2026-01-20,3457.0,5255635.0
CFAC,2026-01-20,2199.0,3132415.0
LNBB,2026-01-20,109.0,440130.0
NEIC,2026-01-20,9805.0,11677325.0
PRSC,2026-01-20,1371.0,5348930.0
UNXC,2026-01-20,3273.0,4839880.0
SHEC,2026-01-20,3182.0,4923615.0
BICB,2026-01-20,572.0,2823690.0
BICC,2026-01-20,511.0,9791800.0
BOAB,2026-01-20,1662.0,10611555.0
BOABF,2026-01-20,5703.0,24722200.0
BOAC,2026-01-20,18734.0,133215305.0
BOAM,2026-01-20,5939.0,24588500.0
BOAN,2026-01-20,984.0,2586910.0
BOAS,2026-01-20,2616.0,14786700.0
CBIBF,2026-01-20,4920.0,54990090.0
ETIT,2026-01-20,248961.0,5698903.0
NSBC,2026-01-20,650.0,7627855.0
ORGT,2026-01-20,2310.0,5998650.0
SAFC,2026-01-20,5481.0,18105940.0
CABC,2026-01-20,702.0,1843170.0
FTSC,2026-01-20,3996.0,8529135.0
SDSC,2026-01-20,4474.0,6851565.0
SEMC,2026-01-20,15588.0,20965580.0
SIVC,2026-01-20,2467.0,4187960.0
STAC,2026-01-20,6040.0,7724100.0
CIEC,2026-01-20,2477.0,6571545.0
SDCC,2026-01-20,179.0,1062200.0
NTLC,2026-01-21,1439.0,15906735.0
PALC,2026-01-21,4558.0,36035105.0
SPHC,2026-01-21,826.0,6232465.0
SMBC,2026-01-21,6093.0,61601020.0
TTLC,2026-01-21,3543.0,8336065.0
TTLS,2026-01-21,2195.0,5487725.0
ECOC,2026-01-21,582.0,9629260.0
SGBC,2026-01-21,20084.0,589445430.0
SIBC,2026-01-21,3910.0,23481340.0
ONTBF,2026-01-21,9920.0,25893380.0
ORAC,2026-01-21,1775.0,25581795.0
SNTS,2026-01-21,3853.0,98198320.0
SCRC,2026-01-21,1383.0,1527970.0
SICC,2026-01-21,183.0,697800.0
SLBC,2026-01-21,407.0,11558440.0
SOGC,2026-01-21,4540.0,35400210.0
STBC,2026-01-21,621.0,13126125.0
UNLC,2026-01-21,26.0,1215500.0
ABJC,2026-01-21,604.0,1654170.0
BNBC,2026-01-21,5995.0,10009345.0
CFAC,2026-01-21,2817.0,3959290.0
LNBB,2026-01-21,94.0,373300.0
NEIC,2026-01-21,7896.0,9395990.0
PRSC,2026-01-21,1745.0,6654830.0
UNXC,2026-01-21,5898.0,8654120.0
SHEC,2026-01-21,3515.0,5508680.0
BICB,2026-01-21,2211.0,10848065.0
BICC,2026-01-21,426.0,8147525.0
BOAB,2026-01-21,565.0,3696790.0
BOABF,2026-01-21,5550.0,24389070.0
BOAC,2026-01-21,3952.0,28307785.0
BOAM,2026-01-21,1899.0,7864800.0
BOAN,2026-01-21,802.0,2117270.0
BOAS,2026-01-21,8828.0,49840795.0
CBIBF,2026-01-21,894.0,10639375.0
ETIT,2026-01-21,1315805.0,29238580.0
NSBC,2026-01-21,587.0,7025235.0
ORGT,2026-01-21,1057.0,2746205.0
SAFC,2026-01-21,2454.0,8392840.0
CABC,2026-01-21,1814.0,5162235.0
FTSC,2026-01-21,3150.0,6632875.0
SDSC,2026-01-21,5096.0,7871140.0
SEMC,2026-01-21,11733.0,15657565.0
SIVC,2026-01-21,24319.0,41461140.0
STAC,2026-01-21,5687.0,6878210.0
CIEC,2026-01-21,6068.0,16571080.0
SDCC,2026-01-21,228.0,1345200.0
NTLC,2026-01-22,537.0,6000520.0
PALC,2026-01-22,6695.0,56498000.0
SPHC,2026-01-22,9626.0,72712295.0
SMBC,2026-01-22,2192.0,21126235.0
TTLC,2026-01-22,2021.0,4842575.0
TTLS,2026-01-22,714.0,1795495.0
ECOC,2026-01-22,438.0,7288770.0
SGBC,2026-01-22,498.0,14604740.0
SIBC,2026-01-22,3083.0,18643770.0
ONTBF,2026-01-22,534.0,1368540.0
ORAC,2026-01-22,1728.0,24492680.0
SNTS,2026-01-22,3700.0,94315870.0
SCRC,2026-01-22,6037.0,7003495.0
SICC,2026-01-22,10.0,38000.0
SLBC,2026-01-22,543.0,15298185.0
SOGC,2026-01-22,364.0,2819265.0
STBC,2026-01-22,1701.0,36424140.0
UNLC,2026-01-22,3.0,139590.0
ABJC,2026-01-22,1444.0,4017630.0
BNBC,2026-01-22,5595.0,9747575.0
CFAC,2026-01-22,1221.0,1729455.0
LNBB,2026-01-22,574.0,2302450.0
NEIC,2026-01-22,2836.0,3336575.0
PRSC,2026-01-22,1867.0,6920110.0
UNXC,2026-01-22,9371.0,14039175.0
SHEC,2026-01-22,3929.0,6212435.0
BICB,2026-01-22,236.0,1161725.0
BICC,2026-01-22,289.0,5551750.0
BOAB,2026-01-22,1391.0,9066555.0
BOABF,2026-01-22,3388.0,14908095.0
BOAC,2026-01-22,15254.0,110346980.0
BOAM,2026-01-22,3994.0,16517870.0
BOAN,2026-01-22,1312.0,3411200.0
BOAS,2026-01-22,1606.0,9065010.0
CBIBF,2026-01-22,535.0,6354020.0
ETIT,2026-01-22,7433179.0,170358770.0
NSBC,2026-01-22,1677.0,20126845.0
ORGT,2026-01-22,4716.0,12274635.0
SAFC,2026-01-22,1870.0,6844550.0
CABC,2026-01-22,714.0,2133190.0
FTSC,2026-01-22,3662.0,7565280.0
SDSC,2026-01-22,3030.0,4675580.0
SEMC,2026-01-22,11299.0,14795775.0
SIVC,2026-01-22,10071.0,17163685.0
STAC,2026-01-22,5603.0,6755240.0
CIEC,2026-01-22,5074.0,13735435.0
SDCC,2026-01-22,410.0,2457335.0
NTLC,2026-01-23,2707.0,30310840.0
PALC,2026-01-23,11214.0,93372490.0
SPHC,2026-01-23,530.0,4016355.0
SMBC,2026-01-23,702.0,7089820.0
TTLC,2026-01-23,1935.0,4640155.0
TTLS,2026-01-23,409.0,1042105.0
ECOC,2026-01-23,1542.0,25486680.0
SGBC,2026-01-23,11964.0,353619795.0
SIBC,2026-01-23,8031.0,48539010.0
ONTBF,2026-01-23,489.0,1251405.0
ORAC,2026-01-23,591.0,8502055.0
SNTS,2026-01-23,5530.0,140789495.0
SCRC,2026-01-23,7575.0,9582375.0
SICC,2026-01-23,35.0,131000.0
SLBC,2026-01-23,750.0,21225050.0
SOGC,2026-01-23,1642.0,12807370.0
STBC,2026-01-23,2739.0,58884365.0
UNLC,2026-01-23,16.0,745190.0
ABJC,2026-01-23,1736.0,4962725.0
BNBC,2026-01-23,1167.0,2018055.0
CFAC,2026-01-23,9058.0,13237520.0
LNBB,2026-01-23,1088.0,4250005.0
NEIC,2026-01-23,4427.0,5182780.0
PRSC,2026-01-23,1962.0,7786980.0
UNXC,2026-01-23,10766.0,17180250.0
SHEC,2026-01-23,3627.0,5795280.0
BICB,2026-01-23,820.0,4039890.0
BICC,2026-01-23,385.0,7401150.0
BOAB,2026-01-23,1149.0,7555785.0
BOABF,2026-01-23,2177.0,9877930.0
BOAC,2026-01-23,8084.0,58099750.0
BOAM,2026-01-23,6890.0,28905275.0
BOAN,2026-01-23,1493.0,3862455.0
BOAS,2026-01-23,1637.0,9231345.0
CBIBF,2026-01-23,440.0,5252300.0
ETIT,2026-01-23,2092853.0,50160949.0
NSBC,2026-01-23,337.0,4090790.0
ORGT,2026-01-23,5117.0,13329805.0
SAFC,2026-01-23,5465.0,20613910.0
CABC,2026-01-23,1121.0,3337815.0
FTSC,2026-01-23,4215.0,8646460.0
SDSC,2026-01-23,9658.0,14850845.0
SEMC,2026-01-23,6180.0,8404555.0
SIVC,2026-01-23,1478.0,2542170.0
STAC,2026-01-23,4857.0,5826760.0
CIEC,2026-01-23,5857.0,15871125.0
SDCC,2026-01-23,188.0,1134705.0
NTLC,2026-01-26,1004.0,11318465.0
PALC,2026-01-26,5338.0,44322820.0
SPHC,2026-01-26,938.0,7031595.0
SMBC,2026-01-26,1337.0,13353005.0
TTLC,2026-01-26,3956.0,9421175.0
TTLS,2026-01-26,277.0,705460.0
ECOC,2026-01-26,1706.0,28175500.0
SGBC,2026-01-26,7321.0,212514185.0
SIBC,2026-01-26,11802.0,71031305.0
ONTBF,2026-01-26,2227.0,5759775.0
ORAC,2026-01-26,1045.0,14976010.0
SNTS,2026-01-26,4133.0,105365735.0
SCRC,2026-01-26,8565.0,10444915.0
SICC,2026-01-26,48.0,172800.0
SLBC,2026-01-26,342.0,9646065.0
SOGC,2026-01-26,2083.0,16262715.0
STBC,2026-01-26,2314.0,50352655.0
UNLC,2026-01-26,208.0,9276820.0
ABJC,2026-01-26,5629.0,16220035.0
BNBC,2026-01-26,767.0,1259230.0
CFAC,2026-01-26,9763.0,14273095.0
LNBB,2026-01-26,2187.0,8551270.0
NEIC,2026-01-26,3650.0,4202185.0
PRSC,2026-01-26,4618.0,19718860.0
UNXC,2026-01-26,20739.0,33996815.0
SHEC,2026-01-26,5505.0,8713935.0
BICB,2026-01-26,3072.0,15309800.0
BICC,2026-01-26,775.0,14862675.0
BOAB,2026-01-26,2135.0,14021065.0
BOABF,2026-01-26,2522.0,11606645.0
BOAC,2026-01-26,5298.0,38015395.0
BOAM,2026-01-26,7498.0,31543670.0
BOAN,2026-01-26,3020.0,7736270.0
BOAS,2026-01-26,3047.0,17173830.0
CBIBF,2026-01-26,1476.0,17345415.0
ETIT,2026-01-26,669539.0,16070161.0
NSBC,2026-01-26,737.0,8890945.0
ORGT,2026-01-26,2633.0,7344750.0
SAFC,2026-01-26,5193.0,19887795.0
CABC,2026-01-26,2997.0,8983715.0
FTSC,2026-01-26,2571.0,5402315.0
SDSC,2026-01-26,9010.0,14000870.0
SEMC,2026-01-26,8959.0,11734435.0
SIVC,2026-01-26,16099.0,28174420.0
STAC,2026-01-26,986.0,1195015.0
CIEC,2026-01-26,7670.0,20537040.0
SDCC,2026-01-26,963.0,5787830.0
NTLC,2026-01-27,3206.0,35894720.0
PALC,2026-01-27,3434.0,28186260.0
SPHC,2026-01-27,4875.0,37212590.0
SMBC,2026-01-27,5049.0,50130550.0
TTLC,2026-01-27,1758.0,4258805.0
TTLS,2026-01-27,869.0,2212690.0
ECOC,2026-01-27,392.0,6514000.0
SGBC,2026-01-27,666.0,19677095.0
SIBC,2026-01-27,9363.0,56590655.0
ONTBF,2026-01-27,383.0,992545.0
ORAC,2026-01-27,1134.0,16316035.0
SNTS,2026-01-27,10319.0,263058715.0
SCRC,2026-01-27,5446.0,6493500.0
SLBC,2026-01-27,3923.0,110505380.0
SOGC,2026-01-27,4097.0,32251965.0
STBC,2026-01-27,5506.0,120575030.0
UNLC,2026-01-27,26.0,1127995.0
ABJC,2026-01-27,275.0,797145.0
BNBC,2026-01-27,2381.0,3679135.0
CFAC,2026-01-27,6434.0,10189430.0
LNBB,2026-01-27,2556.0,9853635.0
NEIC,2026-01-27,4248.0,4894115.0
PRSC,2026-01-27,5945.0,26830675.0
UNXC,2026-01-27,5948.0,9793030.0
SHEC,2026-01-27,22603.0,34613685.0
BICB,2026-01-27,5197.0,25753545.0
BICC,2026-01-27,828.0,15837905.0
BOAB,2026-01-27,4494.0,29679575.0
BOABF,2026-01-27,2887.0,13353375.0
BOAC,2026-01-27,5025.0,36049605.0
BOAM,2026-01-27,3303.0,14040780.0
BOAN,2026-01-27,1117.0,2880940.0
BOAS,2026-01-27,2925.0,16442090.0
CBIBF,2026-01-27,1786.0,20958605.0
ETIT,2026-01-27,434124.0,10243498.0
NSBC,2026-01-27,781.0,9433020.0
ORGT,2026-01-27,2658.0,7714820.0
SAFC,2026-01-27,2930.0,11240495.0
CABC,2026-01-27,700.0,2110700.0
FTSC,2026-01-27,3305.0,6877900.0
SDSC,2026-01-27,21576.0,34648810.0
SEMC,2026-01-27,4575.0,6179945.0
SIVC,2026-01-27,7930.0,14239435.0
STAC,2026-01-27,593.0,728625.0
CIEC,2026-01-27,3623.0,9673235.0
SDCC,2026-01-27,591.0,3582840.0
NTLC,2026-01-28,298.0,3353665.0
PALC,2026-01-28,6540.0,53899200.0
SPHC,2026-01-28,805.0,6064355.0
SMBC,2026-01-28,1743.0,17470780.0
TTLC,2026-01-28,1264.0,3041980.0
TTLS,2026-01-28,807.0,2058400.0
ECOC,2026-01-28,1079.0,18009195.0
SGBC,2026-01-28,567.0,16888925.0
SIBC,2026-01-28,4958.0,30416455.0
ONTBF,2026-01-28,8475.0,22174165.0
ORAC,2026-01-28,768.0,11009775.0
SNTS,2026-01-28,11352.0,290498380.0
SCRC,2026-01-28,6592.0,7938575.0
SICC,2026-01-28,25.0,89110.0
SLBC,2026-01-28,1000.0,28046070.0
SOGC,2026-01-28,1219.0,9597950.0
STBC,2026-01-28,3647.0,79965800.0
UNLC,2026-01-28,5.0,230000.0
ABJC,2026-01-28,3205.0,9302590.0
BNBC,2026-01-28,2131.0,3060060.0
CFAC,2026-01-28,3379.0,5146645.0
LNBB,2026-01-28,1245.0,4780450.0
NEIC,2026-01-28,2783.0,3258165.0
PRSC,2026-01-28,4307.0,19282775.0
UNXC,2026-01-28,4905.0,7957325.0
SHEC,2026-01-28,3800.0,5949275.0
BICB,2026-01-28,4440.0,22094635.0
BICC,2026-01-28,3099.0,59190215.0
BOAB,2026-01-28,4218.0,29151545.0
BOABF,2026-01-28,11743.0,55149790.0
BOAC,2026-01-28,10436.0,74931795.0
BOAM,2026-01-28,1856.0,7928085.0
BOAN,2026-01-28,3581.0,9302200.0
BOAS,2026-01-28,7890.0,44563250.0
CBIBF,2026-01-28,1619.0,19147455.0
ETIT,2026-01-28,344535.0,8185880.0
NSBC,2026-01-28,833.0,10100615.0
ORGT,2026-01-28,7358.0,21408310.0
SAFC,2026-01-28,1964.0,7473705.0
CABC,2026-01-28,1752.0,5226020.0
FTSC,2026-01-28,3996.0,8338595.0
SDSC,2026-01-28,13036.0,21280140.0
SEMC,2026-01-28,6734.0,9105125.0
SIVC,2026-01-28,3874.0,7356690.0
STAC,2026-01-28,815.0,994855.0
CIEC,2026-01-28,3666.0,9767375.0
SDCC,2026-01-28,579.0,3544740.0
NTLC,2026-01-29,755.0,8602725.0
PALC,2026-01-29,1886.0,15521425.0
SPHC,2026-01-29,15777.0,117039395.0
SMBC,2026-01-29,1249.0,12738670.0
TTLC,2026-01-29,4915.0,11976410.0
TTLS,2026-01-29,1014.0,2594520.0
ECOC,2026-01-29,750.0,12683060.0
SGBC,2026-01-29,440.0,13444880.0
SIBC,2026-01-29,5692.0,35245320.0
ONTBF,2026-01-29,632.0,1678070.0
ORAC,2026-01-29,1359.0,19582115.0
SNTS,2026-01-29,1789.0,46457440.0
SCRC,2026-01-29,4432.0,5370425.0
SICC,2026-01-29,26.0,99190.0
SLBC,2026-01-29,4309.0,120659315.0
SOGC,2026-01-29,2196.0,17351210.0
STBC,2026-01-29,4298.0,94220720.0
UNLC,2026-01-29,40.0,1844000.0
ABJC,2026-01-29,7742.0,22785685.0
BNBC,2026-01-29,2679.0,3884360.0
CFAC,2026-01-29,2045.0,3130595.0
LNBB,2026-01-29,557.0,2135890.0
NEIC,2026-01-29,11611.0,13694165.0
PRSC,2026-01-29,1005.0,4459845.0
UNXC,2026-01-29,8807.0,14013910.0
SHEC,2026-01-29,11740.0,18494845.0
BICB,2026-01-29,2174.0,10824595.0
BICC,2026-01-29,1117.0,21606415.0
BOAB,2026-01-29,9196.0,64270225.0
BOABF,2026-01-29,8476.0,40742810.0
BOAC,2026-01-29,24989.0,179687545.0
BOAM,2026-01-29,6362.0,27396360.0
BOAN,2026-01-29,869.0,2265145.0
BOAS,2026-01-29,6347.0,36326555.0
CBIBF,2026-01-29,1616.0,19265275.0
ETIT,2026-01-29,3382131.0,79693547.0
NSBC,2026-01-29,1611.0,19654415.0
ORGT,2026-01-29,5760.0,16360500.0
SAFC,2026-01-29,4590.0,17443785.0
CABC,2026-01-29,751.0,2234215.0
FTSC,2026-01-29,4155.0,8685500.0
SDSC,2026-01-29,13748.0,23617230.0
SEMC,2026-01-29,44844.0,63364510.0
SIVC,2026-01-29,13523.0,27793645.0
STAC,2026-01-29,1294.0,1637940.0
CIEC,2026-01-29,5777.0,15456700.0
SDCC,2026-01-29,445.0,2735290.0
NTLC,2025-12-01,933.0,10733510.0
PALC,2025-12-01,7486.0,59776545.0
TTLC,2025-12-01,1602.0,3801570.0
TTLS,2025-12-01,849.0,2135780.0
ECOC,2025-12-01,319.0,5183840.0
NSBC,2025-12-01,406.0,4814635.0
SGBC,2025-12-01,2638.0,70828925.0
ONTBF,2025-12-01,595.0,1482385.0
ORAC,2025-12-01,1524.0,23796740.0
SNTS,2025-12-01,3923.0,103856570.0
SCRC,2025-12-01,1894.0,1886050.0
SICC,2025-12-01,2.0,6780.0
SLBC,2025-12-01,109.0,3036830.0
SOGC,2025-12-01,1426.0,11311115.0
SPHC,2025-12-01,4177.0,34129220.0
STBC,2025-12-01,1754.0,34134110.0
UNLC,2025-12-01,22.0,954800.0
ABJC,2025-12-01,1903.0,4737750.0
BNBC,2025-12-01,269.0,374040.0
CFAC,2025-12-01,8806.0,15200455.0
LNBB,2025-12-01,1201.0,4548300.0
NEIC,2025-12-01,2136.0,1924320.0
PRSC,2025-12-01,1407.0,5297955.0
UNXC,2025-12-01,1476.0,2077725.0
SHEC,2025-12-01,3662.0,5564695.0
SMBC,2025-12-01,605.0,5727075.0
BICB,2025-12-01,1530.0,7641870.0
BICC,2025-12-01,228.0,4533565.0
BOAB,2025-12-01,2419.0,12834230.0
BOABF,2025-12-01,6212.0,23996830.0
BOAC,2025-12-01,2028.0,14761470.0
BOAM,2025-12-01,6642.0,26574190.0
BOAN,2025-12-01,971.0,2422975.0
BOAS,2025-12-01,3811.0,21021750.0
CBIBF,2025-12-01,1380.0,14896865.0
ETIT,2025-12-01,302285.0,6678568.0
ORGT,2025-12-01,1041.0,2697055.0
SAFC,2025-12-01,1448.0,4482705.0
SIBC,2025-12-01,2364.0,13580690.0
CABC,2025-12-01,589.0,1366840.0
FTSC,2025-12-01,2142.0,4901575.0
SDSC,2025-12-01,14900.0,21464075.0
SIVC,2025-12-01,10877.0,7238115.0
STAC,2025-12-01,411.0,451325.0
CIEC,2025-12-01,1555.0,3882145.0
SDCC,2025-12-01,1670.0,10185655.0
NTLC,2025-12-02,94.0,1083580.0
PALC,2025-12-02,2810.0,22488625.0
TTLC,2025-12-02,567.0,1354800.0
TTLS,2025-12-02,1004.0,2525915.0
ECOC,2025-12-02,688.0,11376110.0
NSBC,2025-12-02,640.0,7515265.0
SGBC,2025-12-02,690.0,19000870.0
ONTBF,2025-12-02,300.0,755600.0
ORAC,2025-12-02,181.0,2716695.0
SNTS,2025-12-02,2138.0,55105800.0
SCRC,2025-12-02,5286.0,5257210.0
SICC,2025-12-02,20.0,67800.0
SLBC,2025-12-02,678.0,18720820.0
SOGC,2025-12-02,764.0,6064345.0
SPHC,2025-12-02,736.0,5736910.0
STBC,2025-12-02,1754.0,34160990.0
ABJC,2025-12-02,2199.0,5516280.0
BNBC,2025-12-02,3048.0,4122025.0
CFAC,2025-12-02,5725.0,10028675.0
LNBB,2025-12-02,291.0,1105770.0
NEIC,2025-12-02,520.0,470355.0
PRSC,2025-12-02,722.0,2796640.0
UNXC,2025-12-02,1507.0,2184280.0
SHEC,2025-12-02,2295.0,3471915.0
SMBC,2025-12-02,3454.0,32711815.0
BICB,2025-12-02,487.0,2435795.0
BICC,2025-12-02,32.0,635365.0
BOAB,2025-12-02,6120.0,32598490.0
BOABF,2025-12-02,2050.0,8383745.0
BOAC,2025-12-02,5054.0,36705035.0
BOAM,2025-12-02,4795.0,19263540.0
BOAN,2025-12-02,3332.0,8322250.0
BOAS,2025-12-02,5258.0,28530805.0
CBIBF,2025-12-02,148.0,1564265.0
ETIT,2025-12-02,331122.0,7075267.0
ORGT,2025-12-02,400.0,1021940.0
SAFC,2025-12-02,1523.0,4778725.0
SIBC,2025-12-02,2066.0,11912060.0
CABC,2025-12-02,451.0,1011830.0
FTSC,2025-12-02,5448.0,12437275.0
SDSC,2025-12-02,4080.0,5850205.0
SIVC,2025-12-02,16510.0,11091925.0
STAC,2025-12-02,217.0,249550.0
CIEC,2025-12-02,2689.0,6719410.0
SDCC,2025-12-02,359.0,2173725.0
NTLC,2025-12-03,750.0,8417150.0
PALC,2025-12-03,5436.0,43963150.0
TTLC,2025-12-03,2079.0,4935175.0
TTLS,2025-12-03,1910.0,4778190.0
ECOC,2025-12-03,307.0,5031285.0
NSBC,2025-12-03,1012.0,11716980.0
SGBC,2025-12-03,1257.0,35511885.0
ONTBF,2025-12-03,4238.0,10540710.0
ORAC,2025-12-03,1167.0,17663660.0
SNTS,2025-12-03,3189.0,81779700.0
SCRC,2025-12-03,5451.0,5403800.0
SLBC,2025-12-03,184.0,5146515.0
SOGC,2025-12-03,1162.0,9216530.0
SPHC,2025-12-03,322.0,2525210.0
STBC,2025-12-03,860.0,16758275.0
UNLC,2025-12-03,7.0,303280.0
ABJC,2025-12-03,5427.0,13710965.0
BNBC,2025-12-03,609.0,835415.0
CFAC,2025-12-03,2098.0,3715810.0
LNBB,2025-12-03,818.0,3118670.0
NEIC,2025-12-03,885.0,801360.0
PRSC,2025-12-03,1344.0,5213815.0
UNXC,2025-12-03,1927.0,2768880.0
SHEC,2025-12-03,3422.0,5270340.0
SMBC,2025-12-03,2712.0,25616635.0
BICB,2025-12-03,922.0,4596625.0
BICC,2025-12-03,756.0,14816445.0
BOAB,2025-12-03,579.0,3120070.0
BOABF,2025-12-03,1354.0,5404380.0
